Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"[Impact of anti-VEGF therapy on the cellular microenvironment in retinal angiogenesis].","/pubmed/25543385","Nakao S.","Nippon Ganka Gakkai Zasshi. 2014 Nov;118(11):943-52. Review. Japanese. ","Nippon Ganka Gakkai Zasshi.  2014","PubMed","citation","PMID:25543385","pubmed","25543385","create date:2014/12/30 | first author:Nakao S",
"The unfolded protein response in retinal vascular diseases: implications and therapeutic potential beyond protein folding.","/pubmed/25529848","Zhang SX, Ma JH, Bhatta M, Fliesler SJ, Wang JJ.","Prog Retin Eye Res. 2015 Mar;45:111-31. doi: 10.1016/j.preteyeres.2014.12.001. Epub 2014 Dec 18. Review.","Prog Retin Eye Res.  2015","PubMed","citation","PMID:25529848 | PMCID:PMC4339403","pubmed","25529848","create date:2014/12/23 | first author:Zhang SX",
"Comparison of the release profile and pharmacokinetics of intact and fragmented dexamethasone intravitreal implants in rabbit eyes.","/pubmed/25411827","Bhagat R, Zhang J, Farooq S, Li XY.","J Ocul Pharmacol Ther. 2014 Dec;30(10):854-8. doi: 10.1089/jop.2014.0082.","J Ocul Pharmacol Ther.  2014","PubMed","citation","PMID:25411827 | PMCID:PMC4259187","pubmed","25411827","create date:2014/11/21 | first author:Bhagat R",
"[Network pharmacology study of mechanism on xuesaitong injection against retinal vein occlusion].","/pubmed/25244768","Wang LL, Zhao XP, Zhao ZY, Fan XH, Li Z.","Zhongguo Zhong Yao Za Zhi. 2014 Jun;39(12):2322-5. Chinese. ","Zhongguo Zhong Yao Za Zhi.  2014","PubMed","citation","PMID:25244768","pubmed","25244768","create date:2014/09/24 | first author:Wang LL",
"Comparison of the efficacy of aflibercept, ranibizumab, and bevacizumab in an RPE/choroid organ culture.","/pubmed/25047874","Klettner A, Recber M, Roider J.","Graefes Arch Clin Exp Ophthalmol. 2014 Oct;252(10):1593-8. doi: 10.1007/s00417-014-2719-y. Epub 2014 Jul 22.","Graefes Arch Clin Exp Ophthalmol.  2014","PubMed","citation","PMID:25047874","pubmed","25047874","create date:2014/07/23 | first author:Klettner A",
"Effects of aflibercept on primary RPE cells: toxicity, wound healing, uptake and phagocytosis.","/pubmed/25034050","Klettner A, Tahmaz N, Dithmer M, Richert E, Roider J.","Br J Ophthalmol. 2014 Oct;98(10):1448-52. doi: 10.1136/bjophthalmol-2014-305105. Epub 2014 Jul 17.","Br J Ophthalmol.  2014","PubMed","citation","PMID:25034050","pubmed","25034050","create date:2014/07/19 | first author:Klettner A",
"Alterations of retinal vasculature in cystathionine-β-synthase heterozygous mice: a model of mild to moderate hyperhomocysteinemia.","/pubmed/25016930","Tawfik A, Markand S, Al-Shabrawey M, Mayo JN, Reynolds J, Bearden SE, Ganapathy V, Smith SB.","Am J Pathol. 2014 Sep;184(9):2573-85. doi: 10.1016/j.ajpath.2014.05.018. Epub 2014 Jul 10.","Am J Pathol.  2014","PubMed","citation","PMID:25016930 | PMCID:PMC4188277","pubmed","25016930","create date:2014/07/16 | first author:Tawfik A",
"Loss of inner retinal neurons after retinal ischemia in rats.","/pubmed/24699380","Schmid H, Renner M, Dick HB, Joachim SC.","Invest Ophthalmol Vis Sci. 2014 Apr 28;55(4):2777-87. doi: 10.1167/iovs.13-13372.","Invest Ophthalmol Vis Sci.  2014","PubMed","citation","PMID:24699380","pubmed","24699380","create date:2014/04/05 | first author:Schmid H",
"An update on intravitreal implants in use for eye disorders.","/pubmed/24696869","Lambiase A, Abdolrahimzadeh S, Recupero SM.","Drugs Today (Barc). 2014 Mar;50(3):239-49. doi: 10.1358/dot.2014.50.3.2103755. Review.","Drugs Today (Barc).  2014","PubMed","citation","PMID:24696869","pubmed","24696869","create date:2014/04/04 | first author:Lambiase A",
"Interleukin-18 has antipermeablity and antiangiogenic activities in the eye: reciprocal suppression with VEGF.","/pubmed/24515951","Shen J, Choy DF, Yoshida T, Iwase T, Hafiz G, Xie B, Hackett SF, Arron JR, Campochiaro PA.","J Cell Physiol. 2014 Aug;229(8):974-83. doi: 10.1002/jcp.24575.","J Cell Physiol.  2014","PubMed","citation","PMID:24515951 | PMCID:PMC4364659","pubmed","24515951","create date:2014/02/12 | first author:Shen J",
"Pharmacokinetics, pharmacodynamics and pre-clinical characteristics of ophthalmic drugs that bind VEGF.","/pubmed/24483136","Stewart MW.","Expert Rev Clin Pharmacol. 2014 Mar;7(2):167-80. doi: 10.1586/17512433.2014.884458. Epub 2014 Feb 3. Review.","Expert Rev Clin Pharmacol.  2014","PubMed","citation","PMID:24483136","pubmed","24483136","create date:2014/02/04 | first author:Stewart MW",
"Melanocyte-secreted fibromodulin promotes an angiogenic microenvironment.","/pubmed/24355922","Adini I, Ghosh K, Adini A, Chi ZL, Yoshimura T, Benny O, Connor KM, Rogers MS, Bazinet L, Birsner AE, Bielenberg DR, D'Amato RJ.","J Clin Invest. 2014 Jan;124(1):425-36. doi: 10.1172/JCI69404. Epub 2013 Dec 20.","J Clin Invest.  2014","PubMed","citation","PMID:24355922 | PMCID:PMC3871226","pubmed","24355922","create date:2013/12/21 | first author:Adini I",
"[Progress in sustained-release drug delivery system for treatment of posterior segment eye diseases].","/pubmed/24330936","Sun SM, Cheng LY.","Zhonghua Yan Ke Za Zhi. 2013 Sep;49(9):847-50. Review. Chinese. ","Zhonghua Yan Ke Za Zhi.  2013","PubMed","citation","PMID:24330936","pubmed","24330936","create date:2013/12/18 | first author:Sun SM",
"Effects of arteriolar constriction on retinal gene expression and Müller cell responses in a rat model of branch retinal vein occlusion.","/pubmed/24292703","Köferl P, Hollborn M, Rehak J, Iandiev I, Dukic-Stefanovic S, Wiedemann P, Kohen L, Bringmann A, Rehak M.","Graefes Arch Clin Exp Ophthalmol. 2014 Feb;252(2):257-65. doi: 10.1007/s00417-013-2532-z. Epub 2013 Nov 29.","Graefes Arch Clin Exp Ophthalmol.  2014","PubMed","citation","PMID:24292703","pubmed","24292703","create date:2013/12/03 | first author:Köferl P",
"Laser photocoagulation enhances adeno-associated viral vector transduction of mouse retina.","/pubmed/24191872","Lee SH, Colosi P, Lee H, Ohn YH, Kim SW, Kwak HW, Park TK.","Hum Gene Ther Methods. 2014 Feb;25(1):83-91. doi: 10.1089/hgtb.2013.089. Epub 2013 Dec 28.","Hum Gene Ther Methods.  2014","PubMed","citation","PMID:24191872 | PMCID:PMC3904656","pubmed","24191872","create date:2013/11/07 | first author:Lee SH",
"Hypoxic retinal Muller cells promote vascular permeability by HIF-1-dependent up-regulation of angiopoietin-like 4.","/pubmed/23959876","Xin X, Rodrigues M, Umapathi M, Kashiwabuchi F, Ma T, Babapoor-Farrokhran S, Wang S, Hu J, Bhutto I, Welsbie DS, Duh EJ, Handa JT, Eberhart CG, Lutty G, Semenza GL, Montaner S, Sodhi A.","Proc Natl Acad Sci U S A. 2013 Sep 3;110(36):E3425-34. doi: 10.1073/pnas.1217091110. Epub 2013 Aug 19.","Proc Natl Acad Sci U S A.  2013","PubMed","citation","PMID:23959876 | PMCID:PMC3767527","pubmed","23959876","create date:2013/08/21 | first author:Xin X",
"Arginase in retinopathy.","/pubmed/23830845","Narayanan SP, Rojas M, Suwanpradid J, Toque HA, Caldwell RW, Caldwell RB.","Prog Retin Eye Res. 2013 Sep;36:260-80. doi: 10.1016/j.preteyeres.2013.06.002. Epub 2013 Jul 3. Review.","Prog Retin Eye Res.  2013","PubMed","citation","PMID:23830845 | PMCID:PMC3759622","pubmed","23830845","create date:2013/07/09 | first author:Narayanan SP",
"Intravitreal tenecteplase (metalyse) for acute management of retinal vein occlusions.","/pubmed/23766477","McAllister IL, Vijayasekaran S, Yu DY.","Invest Ophthalmol Vis Sci. 2013 Jul 22;54(7):4910-8. doi: 10.1167/iovs.13-11967.","Invest Ophthalmol Vis Sci.  2013","PubMed","citation","PMID:23766477","pubmed","23766477","create date:2013/06/15 | first author:McAllister IL",
"Neuroprotective effect of minocycline in a rat model of branch retinal vein occlusion.","/pubmed/23748101","Sun C, Li XX, He XJ, Zhang Q, Tao Y.","Exp Eye Res. 2013 Aug;113:105-16. doi: 10.1016/j.exer.2013.05.018. Epub 2013 Jun 5.","Exp Eye Res.  2013","PubMed","citation","PMID:23748101","pubmed","23748101","create date:2013/06/12 | first author:Sun C",
"Correlation with OCT and histology of photocoagulation lesions in patients and rabbits.","/pubmed/23718709","Koinzer S, Saeger M, Hesse C, Portz L, Kleemann S, Schlott K, Brinkmann R, Roider J.","Acta Ophthalmol. 2013 Dec;91(8):e603-11. doi: 10.1111/aos.12188. Epub 2013 May 29.","Acta Ophthalmol.  2013","PubMed","citation","PMID:23718709","pubmed","23718709","create date:2013/05/31 | first author:Koinzer S",
"Evaluation of the ability of a photocoagulator to rupture the retinal vein and Bruch's membrane for potential vein bypass in retinal vein occlusion.","/pubmed/23676229","McAllister IL, Vijayasekaran S, Xia W, Yu DY.","Ophthalmic Surg Lasers Imaging Retina. 2013 May-Jun;44(3):268-73. doi: 10.3928/23258160-20130503-10.","Ophthalmic Surg Lasers Imaging Retina.  2013","PubMed","citation","PMID:23676229","pubmed","23676229","create date:2013/05/17 | first author:McAllister IL",
"Aflibercept: newly approved for the treatment of macular edema following central retinal vein occlusion.","/pubmed/23673531","Evoy KE, Abel SR.","Ann Pharmacother. 2013 Jun;47(6):819-27. doi: 10.1345/aph.1R705. Epub 2013 May 14. Review.","Ann Pharmacother.  2013","PubMed","citation","PMID:23673531","pubmed","23673531","create date:2013/05/16 | first author:Evoy KE",
"Mobility experiments with microrobots for minimally invasive intraocular surgery.","/pubmed/23518764","Ullrich F, Bergeles C, Pokki J, Ergeneman O, Erni S, Chatzipirpiridis G, Pané S, Framme C, Nelson BJ.","Invest Ophthalmol Vis Sci. 2013 Apr 23;54(4):2853-63. doi: 10.1167/iovs.13-11825.","Invest Ophthalmol Vis Sci.  2013","PubMed","citation","PMID:23518764","pubmed","23518764","create date:2013/03/23 | first author:Ullrich F",
"Hyperoxia causes regression of vitreous neovascularization by downregulating VEGF/VEGFR2 pathway.","/pubmed/23307955","Liu H, Zhang W, Xu Z, Caldwell RW, Caldwell RB, Brooks SE.","Invest Ophthalmol Vis Sci. 2013 Feb 1;54(2):918-31. doi: 10.1167/iovs.12-11291.","Invest Ophthalmol Vis Sci.  2013","PubMed","citation","PMID:23307955 | PMCID:PMC3564450","pubmed","23307955","create date:2013/01/12 | first author:Liu H",
"Possible implications of acid-sensing ion channels in ischemia-induced retinal injury in rats.","/pubmed/23152156","Miyake T, Nishiwaki A, Yasukawa T, Ugawa S, Shimada S, Ogura Y.","Jpn J Ophthalmol. 2013 Jan;57(1):120-5. doi: 10.1007/s10384-012-0213-9. Epub 2012 Nov 15.","Jpn J Ophthalmol.  2013","PubMed","citation","PMID:23152156","pubmed","23152156","create date:2012/11/16 | first author:Miyake T",
"Molecular basis of erythrocyte adhesion to endothelial cells in diseases.","/pubmed/22941965","Wautier JL, Wautier MP.","Clin Hemorheol Microcirc. 2013;53(1-2):11-21. doi: 10.3233/CH-2012-1572. Review.","Clin Hemorheol Microcirc.  2013","PubMed","citation","PMID:22941965","pubmed","22941965","create date:2012/09/04 | first author:Wautier JL",
