Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
27	NCT01939691	Topical Treatment of Uveitic Macular Edema	Not yet recruiting	No Results Available	Uveitis|Cystoid Macular Edema	Drug: Difluprednate 0.05% ophthalmic emulsion|Drug: Nepafenac 0.1% ophthalmic solution|Drug: Prednisolone acetate 1% ophthalmic suspension	University of California, San Francisco	Both	Child|Adult|Senior	Phase 4	24	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	CMEND	September 6, 2013	December 2015	March 2018	May 26, 2015	May 2015	No Study Results Posted	null	December 2017	Number of patients with improvement and/or resolution of macular edema|number of patients with resolution of macular edema|number of patients with improvement in macular edema defined as 20% or greater reduction in central subfield thickness by OCT but not resolution|number of patients with intraocular pressure increase greater than 10mmHg over baseline|Number of patients in each group with 2-line improvement in visual acuity|Change in macular central subfield thickness by OCT at 2 weeks	https://ClinicalTrials.gov/show/NCT01939691
28	NCT01978015	Blood-aqueous Barrier Changes After the Use of Timolol and Prostaglandin Analogues Fixed Combination in Pseudophakic Patients With POAG	Completed	No Results Available	Uveitis, Anterior|Cystoid Macular Edema	Drug: travoprost and timolol maleate fixed combination|Drug: latanoprost and maleate timolol fixed combination|Drug: bimatoprost and timolol maleate fixed combination|Drug: dextran and hypromellose	University of Campinas, Brazil	Both	Adult|Senior	Phase 4	69	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	CEP424/2010|CAAE0319014600010	October 25, 2013	October 2011	January 2013	October 31, 2013	October 2013	No Study Results Posted	null	July 2012	Change of mean flare values from baseline at 6 months|Change of mean macular thickness values from baseline at 6 months	https://ClinicalTrials.gov/show/NCT01978015
29	NCT01870440	TAHOE: Intravitreal Dexamethasone Implant (Ozurdex) for Uveitic Macular Edema	Completed	No Results Available	Macular Edema|Uveitis	Drug: Ozurdex Intravitreal Injection (0.7 mg)	Northern California Retina Vitreous Associates|Allergan	Both	Adult|Senior	Phase 4	10	Other|Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	NCRVA-2013-Ozurdex-16.2	May 24, 2013	May 2013	February 2015	March 9, 2015	March 2015	No Study Results Posted	null	February 2015	Best Corrected Visual Acuity (using Early Treatment Diabetic Retinopathy Study Protocal)|Central Subfoveal Retinal Thickness|Best Corrected Visual Acuity	https://ClinicalTrials.gov/show/NCT01870440
30	NCT01859299	Intestinal Bacteria and Ocular Inflammatory Disease	Recruiting	No Results Available	Uveitis|Age-Related Macular Degeneration		National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)	Both	Adult|Senior		65	NIH	Observational	Time Perspective: Prospective	130072|13-EI-0072	May 17, 2013	January 2013	September 2016	October 3, 2015	July 2015	No Study Results Posted	null	September 2016	The primary outcome is principal component analysis using the unweighted UniFrac distance metric of microbial composition; the significance between groups will be tested by the Adonis method	https://ClinicalTrials.gov/show/NCT01859299
31	NCT02235272	Efficacy and Safety of XG-102 in Reduction of Post-cataract Surgery Intraocular Inflammation	Active, not recruiting	No Results Available	Inflammation|Pain|Cataract	Drug: XG-102|Drug: Placebo	Xigen SA	Both	Adult|Senior	Phase 3	300	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SDD-1002-064	September 5, 2014	September 2014	July 2015	April 23, 2015	April 2015	No Study Results Posted	null	July 2015	Absence of anterior chamber cells for the 900µg XG-102 sub-conjunctival injection compared to vehicle|Absence of pain for the 900µg XG-102 compared to vehicle|Use of rescue medication	https://ClinicalTrials.gov/show/NCT02235272
32	NCT02508337	Efficacy and Safety of XG-102 in Reduction of Post-cataract Surgery Intraocular Inflammation and Pain	Recruiting	No Results Available	Inflammation|Pain|Cataract	Drug: XG-102|Drug: Placebo	Xigen SA	Both	Adult|Senior	Phase 3	300	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SDD-1002-065	July 20, 2015	July 2015	January 2016	July 22, 2015	July 2015	No Study Results Posted	null	January 2016	Absence of anterior chamber cells|Pain scores as measured by the visual analog scale|Use of rescue medication|Number of patients with adverse events	https://ClinicalTrials.gov/show/NCT02508337
33	NCT02466217	Phenomics in Autoimmune and Inflammatory Diseases	Recruiting	No Results Available	Healthy Volunteer|Rheumatoid Arthritis|Ankylosing Spondylitis|Systemic Lupus Erythematosus/Antiphospholipid Syndrome|FMF|Cryopyrin-Associated Periodic Syndromes /TNF-receptor Associated Periodic Syndrome|Vasculitis|Uveitis|Myositis|Crohn's Disease|Ulcerative Rectocolitis|Type 1 Diabetes|Unclassified IAD Knee and/or Hip Arthritis, Muscular Dystrophy	Other: 1: AID groups|Other: 2: Control groups	Assistance Publique - Hôpitaux de Paris|National Research Agency, France	Both	Adult|Senior		1300	Other	Observational	Observational Model: Case Control|Time Perspective: Cross-Sectional	P141006|2015-A00558-41	May 12, 2015	July 2015	July 2020	September 4, 2015	September 2015	No Study Results Posted	TRANSIMMUNOM	July 2018	Total peripheral blood gene expression between patients, expressed as fluorescence intensity|Tregs and Tconvs T cell receptor repertoire, expressed as the % of unique TCR sequences|HLA type and SNPs expressed as the occurrence events across patients|Microbiote species identification expressed as the % of species per family and genus|Cytokines and chemokines expressed as fluorescence intensity|Immune cells phenotyping expressed as the each cell type % within total PBMCs|Changes in gene expression intensity between patients and healthy controls - for each Disease cohorts|Changes in Tregs and Tconvs TCR sequence frequencies between patients and healthy controls - for each Disease cohorts|Characterization of HLA and SNP profiles in patients and healthy controls - for each Disease cohorts|Changes in Microbiote composition between patients and healthy controls - for each Disease cohorts|Changes in cytokines and chemokines expression levels between patients and healthy controls - for each Disease cohorts|Changes in immune cells frequencies between patients and healthy controls - for each Disease cohorts|Identification of specific and common gene expression levels between patients - between Disease cohorts|Identification of specific and common Tregs and Tconvs TCR sequence frequencies between patients - between Disease cohorts|Characterization of specific and common HLA and SNP profiles in patients - between Disease cohorts|Identification of specific and common microbiote composition between patients - between Disease cohorts|Identification of specific and common cytokines and chemokines expression levels between patients - between Disease cohorts|Characterization specific and common variations in immune cells frequencies between patients - between Disease cohorts	https://ClinicalTrials.gov/show/NCT02466217
34	NCT02374060	PeriOcular and INTravitreal Corticosteroids for Uveitic Macular Edema Trial	Recruiting	No Results Available	Macular Edema|Uveitis	Drug: Periocular triamcinolone 40 mg|Drug: Intravitreal triamcinolone 4 mg|Drug: Dexamethasone intravitreal implant	JHSPH Center for Clinical Trials|National Eye Institute (NEI)	Both	Adult|Senior	Phase 4	267	Other|NIH	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	IRB00006139|1U10EY024527-01	February 18, 2015	March 2015	July 2018	October 2, 2015	October 2015	No Study Results Posted	POINT	July 2018	Percent change in central subfield thickness from the baseline OCT measurement	https://ClinicalTrials.gov/show/NCT02374060
35	NCT01905579	Correlation Between Aqueous Protein Level and Clinical Grading of Flare and Flaremetry.	Completed	No Results Available	Uveitis	Procedure: Paracentesis of the anterior chamber	The Eye Center and The Eye Foundation for Research in Ophthalmology	Both	Child|Adult|Senior		20	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	TEC 123|TEC 2012-003	July 18, 2013	March 2013	August 2013	August 29, 2014	August 2014	No Study Results Posted	null	July 2013	compare flaremetry readings with the protein content of the aqueous humor	https://ClinicalTrials.gov/show/NCT01905579
36	NCT02131012	Intraviteral Celecoxib for Chronic Uveitis	Not yet recruiting	No Results Available	Inflammation	Drug: Intravitreal Celecoxib	Vanderbilt University|Pfizer	Both	Child|Adult|Senior	Phase 1	20	Other|Industry	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	IND for Celecoxib	May 1, 2014	May 2014	June 2016	May 1, 2014	May 2014	No Study Results Posted	Celecoxib	May 2015	Safety|Efficacy	https://ClinicalTrials.gov/show/NCT02131012
37	NCT02505568	A Study to Evaluate Efficacy and Safety of Infliximab in Participant With Moderate-to-Severe Refractory Intestinal Behcet's Disease	Recruiting	No Results Available	Behcet Disease	Drug: Infliximab	Janssen Korea, Ltd., Korea	Both	Adult|Senior	Phase 3	41	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CR107121|REMICADEBEC3001	June 29, 2015	July 2015	May 2017	October 2, 2015	October 2015	No Study Results Posted	BEGIN	April 2017	The Mean Decrease in Disease Activity Index for Intestinal Behcet's Disease (DAIBD) Score of 20 or More From Baseline at Week 8|Percentage of Participant With Clinical Response by Disease Activity Index for Intestinal Behcet's Disease (DAIBD) at Week 8 and 32|Percentage of Participant With Crohn's Disease Activity Index (CDAI) 70 Response at Week 8 and 32|Change in Crohn's Disease Activity Index (CDAI) Score From Baseline at Week 8 and 32|Change in C -Reactive Protein (CRP) Concentration From Baseline at Week 8 and 32|Change in Disease Activity Index for Intestinal Behcet's Disease (DAIBD) Score From Baseline at Week 32|Percentage of Participant With Clinical Remission (Disease Activity Index for Intestinal Behcet's Disease [DAIBD] Score less than or equal to [<=] 19) at Week 32|Period Needed to Reach Clinical Remission From Baseline at Week 32|Percentage of Participants With Mucosal Healing at Week 32|Number of Participants with Adverse Events (AEs) and Serious AEs	https://ClinicalTrials.gov/show/NCT02505568
38	NCT02476292	Impact of Vasculitis on Employment and Income	Recruiting	No Results Available	Vasculitis|Systemic Vasculitis|Behcet's Disease|CNS Vasculitis|Cryoglobulinemic Vasculitis|Eosinophilic Granulomatosis|Temporal Arteritis|Wegener Granulomatosis|Henoch-Schoenlein Purpura|Microscopic Polyangiitis|Polyarteritis Nodosa (PAN)|Takayasu's Arteritis|Urticarial Vasculitis	Other: online questionnaire	University of South Florida|University of Western Ontario, Canada|University of Pennsylvania|University of Toronto	Both	Adult|Senior		400	Other	Observational	Time Perspective: Prospective	VCRC 5536	June 12, 2015	June 2015	September 2015	June 18, 2015	June 2015	No Study Results Posted	null	September 2015	Percentages of patients with different types of vasculitis who report negative impact of the disease on employment status, productivity, and income.	https://ClinicalTrials.gov/show/NCT02476292
39	NCT02307513	A Phase 3 Randomized, Double-blind Study to Evaluate the Efficacy and Safety of Apremilast (CC-10004) in Subjects With Active Behcet's Disease	Recruiting	No Results Available	Behcet Syndrome	Drug: Apremilast (CC-10004)|Drug: Placebo	Celgene Corporation	Both	Adult|Senior	Phase 3	204	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	CC-10004-BCT-002	December 2, 2014	December 2014	November 2017	September 28, 2015	September 2015	No Study Results Posted	null	November 2017	Oral Ulcers|Complete response rate for oral ulcers at week 12|Pain of Oral Ulcers|Complete response rate for genital ulcers|Pain of genital ulcers|Disease activity|Behçet's Disease Quality of Life (QOL) Score|Behçet's Syndrome Activity Score|Time to complete response of oral ulcers|No oral ulcers|Number of oral ulcers|Time to recurrence of oral ulcers|Static Physician's Global Assessment (PGA)|Complete response rate for oral ulcers at Week 6|Adverse Events to Apremilast|Number of subjects discontinue|Clinically significant changes	https://ClinicalTrials.gov/show/NCT02307513
40	NCT02190942	VCRC Patient Contact Registry Patient-Reported Data Validation Study	Enrolling by invitation	No Results Available	Behcet's Disease|Churg-Strauss Syndrome|Giant Cell Arteritis|Wegener Granulomatosis|Microscopic Polyangiitis|Polyarteritis Nodosa|Takayasu's Arteritis		University of South Florida|Wayne State University|University of Pittsburgh|University of Pennsylvania|Boston University	Both	Child|Adult|Senior		140	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	5535	May 30, 2014	September 2013	August 2014	July 11, 2014	June 2014	No Study Results Posted	null	August 2014	Validation of the currently utilized VCRC Patient Contact Registry Questionnaire|Evaluate diagnostic accuracy of specific questions	https://ClinicalTrials.gov/show/NCT02190942
41	NCT02190929	Educational Needs of Patients With Systemic Vasculitis	Completed	No Results Available	Behcet's Disease|Churg-Strauss Syndrome|Vasculitis, Central Nervous System|Giant Cell Arteritis|Wegener Granulomatosis|Henoch-Schoenlein Purpura|Microscopic Polyangiitis|Polyarteritis Nodosa|Takayasu's Arteritis		University of South Florida|Boston University|University of Pennsylvania|Data Management and Coordinating Center (DMCC)	Both	Adult|Senior		386	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	5534	May 30, 2014	March 2012	February 2014	July 11, 2014	June 2014	No Study Results Posted	null	February 2014	Preferred method and component of education materials for patients with vasculitis	https://ClinicalTrials.gov/show/NCT02190929
42	NCT02190916	Vasculitis Illness Perception (VIP) Study	Completed	No Results Available	Wegener Granulomatosis|Microscopic Polyangiitis|Churg-Strauss Syndrome|Polyarteritis Nodosa|Giant Cell Arteritis|Takayasu's Arteritis|Henoch-Schoenlein Purpura|Behcet's Disease|CNS Vasculitis		University of South Florida|Boston University|Yale University	Both	Adult|Senior		707	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	5533	May 30, 2014	October 2011	October 2013	July 11, 2014	June 2014	No Study Results Posted	null	October 2013	Composite measure to include Illness perceptions, fatigue and function in patients with systemic vasculitis with further emphasis on causal beliefs about disease onset and relapse triggers.|Composite measure of potential associations between illness perceptions, fatigue and function in patients with systemic vasculitis	https://ClinicalTrials.gov/show/NCT02190916
43	NCT02176070	Reproductive Health in Men and Women With Vasculitis	Completed	No Results Available	Giant Cell Arteritis|Takayasu's Arteritis|Polyarteritis Nodosa|Wegener's Granulomatosis|Microscopic Polyangiitis|Churg-Strauss Syndrome|Behcet's Disease|Kawasaki Disease|Henoch-schoenlein Purpura|Vasculitis, Central Nervous System|Drug-induced Necrotizing Vasculitis		University of South Florida|Duke University|Boston University|Data Management and Coordinating Center (DMCC)	Both	Adult|Senior		467	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	5531	May 30, 2014	February 2011	March 2012	June 25, 2014	June 2014	No Study Results Posted	null	March 2012	The rate of infertility with and without prior cyc.|The rate of pregnancy complications in pregnancies delivered before and after vasculitis diagnosis.	https://ClinicalTrials.gov/show/NCT02176070
44	NCT01988506	Induction of Regulatory t Cells by Low Dose il2 in Autoimmune and Inflammatory Diseases	Recruiting	No Results Available	Rheumatoid Arthritis|Ankylosing Spondylitis|Systemic Lupus Erythematosus|Psoriasis|Behcet's Disease|Wegener's Granulomatosis|Takayasu's Disease|Crohn's Disease|Ulcerative Colitis|Autoimmune Hepatitis|Sclerosing Cholangitis	Drug: Interleukin 2	Assistance Publique - Hôpitaux de Paris|ILTOO Pharma	Both	Adult|Senior	Phase 2	132	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	P130101|2013-001232-22	November 7, 2013	January 2014	October 2016	September 4, 2015	September 2015	No Study Results Posted	TRANSREG	January 2016	Percentages of Tregs|CRP, CRP ulta sensible, PCT, Albumin, LDH, anemia|Number of relapses|CGI-sev and CGI-eff scales|EuroQL-5 scale|Evolution of clinical, biological or radiological criteria specific to each disease|Safety Assessment	https://ClinicalTrials.gov/show/NCT01988506
45	NCT01960790	Special Investigation in Patients With Intestinal Behcet's Disease (All Case Investigation)	Recruiting	No Results Available	Behcet's Disease		AbbVie	Both	Adult|Senior		250	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	P14-152	July 16, 2013	July 2013	January 2017	July 13, 2015	July 2015	No Study Results Posted	null	January 2017	Number of patients with adverse events|Number of patients with overall evaluation of gastrointestinal symptoms|Number of patients with evaluation of symptoms of Behcet's disease|Number of patients with degree of improvement of endoscopic findings|C-reactive Protein	https://ClinicalTrials.gov/show/NCT01960790
46	NCT01952275	Observational Study of the Genetic Architecture of Neutrophil-Mediated Inflammatory Skin Diseases	Recruiting	No Results Available	Other Specified Inflammatory Disorders of Skin or Subcutaneous Tissue|Pyoderma Gangrenosum|Erosive Pustular Dermatosis of the Scalp|Sweet's Syndrome|Behcet's Disease|Bowel-associated Dermatosis-arthritis Syndrome|Pustular Psoriasis|Acute Generalized Exanthematous Pustulosis|Keratoderma Blenorrhagicum|Sneddon-Wilkinson Disease|IgA Pemphigus|Amicrobial Pustulosis of the Folds|Infantile Acropustulosis|Transient Neonatal Pustulosis|Neutrophilic Eccrine Hidradenitis|Rheumatoid Neutrophilic Dermatitis|Neutrophilic Urticaria|Still's Disease|Erythema Marginatum|Unclassified Periodic Fever Syndromes / Autoinflammatory Syndromes|Dermatitis Herpetiformis|Linear IgA Bullous Dermatosis|Bullous Systemic Lupus Erythematosus|Inflammatory Epidermolysis Bullosa Aquisita|Neutrophilic Dermatosis of the Dorsal Hands (Pustular Vasculitis)|Small Vessel Vasculitis Including Urticarial Vasculitis|Erythema Elevatum Diutinum|Medium Vessel Vasculitis	Procedure: Collection of biological samples	University of Zurich	Both	Child|Adult|Senior		600	Other	Observational	Observational Model: Case-Only|Time Perspective: Cross-Sectional	USZ-DER-AAN-019	September 17, 2013	January 2014	January 2020	June 11, 2014	June 2014	No Study Results Posted	NEUTROGENE	January 2020	Enrichment of rare coding genetic variants	https://ClinicalTrials.gov/show/NCT01952275
47	NCT01780363	MEVALONATE KINASE GENE MUTATIONS AND THEIR CLINICAL CORRELATIONS IN BEHÇET'S DISEASE	Completed	No Results Available	Behçet's Disease		Cukurova University	Both	Adult|Senior		null	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	BH-MVK|CUTFBAP25011138|CUTFBAP2501201138	January 29, 2013	January 2011	null	January 29, 2013	January 2011	No Study Results Posted	null	December 2011	Frequency of mevalonate kinase frequency in Behçet disease|Mevalonate kinase gene and clinical correlations in Behçet's disease	https://ClinicalTrials.gov/show/NCT01780363
48	NCT02015351	Intravitreal Bevacizumab for the Treatment of CNV in VKH Disease - A Prospective Study	Active, not recruiting	No Results Available	Choroidal Neovascularization	Drug: bevacizumab	University of Sao Paulo|Fundação de Amparo à Pesquisa do Estado de São Paulo	Both	Child|Adult|Senior		9	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	Brazilian VKH Study Group	December 5, 2013	September 2012	June 2014	December 12, 2013	December 2013	No Study Results Posted	null	October 2013	Visual Acuity change|Change in central foveal thickness|Presence or absence of intra/subretinal fluid in OCT|Change in Central Foveal Thickness|Presence or Absence of Intra/Subretinal fluid in OCT	https://ClinicalTrials.gov/show/NCT02015351
49	NCT01801774	Efficacy Comparison Study of Steroids to Control Post-operative Inflammation	Recruiting	No Results Available	Inflammation|Intraocular Pressure	Drug: Subtenon 20-mg triamcinolone injection|Drug: Placebo	Mahidol University	Both	Adult|Senior	Phase 4	140	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	Si234/2012	February 26, 2013	May 2012	July 2015	March 31, 2015	March 2015	No Study Results Posted	null	July 2015	Anterior chamber reaction|rate of increased intraocular pressure over 21 mmHg|Changes of anterior chamber reaction over time	https://ClinicalTrials.gov/show/NCT01801774
